"Position","Verb","Form","Front","Back"
"11","dovere","Passato remoto","io devo/ebbo -> Passato Remoto","io dovei/ovetti"
"11","dovere","Passato remoto","tu devi -> Passato Remoto","tu dovesti"
"11","dovere","Passato remoto","lui deve -> Passato Remoto","lui dové/ovette"
"11","dovere","Passato remoto","lei deve -> Passato Remoto","lei dové/ovette"
"11","dovere","Passato remoto","noi dobbiamo -> Passato Remoto","noi dovemmo"
"11","dovere","Passato remoto","voi dovete -> Passato Remoto","voi doveste"
"11","dovere","Passato remoto","loro(m) devono/ebbono -> Passato Remoto","loro(m) doverono/ovettero"
"11","dovere","Passato remoto","loro(f) devono/ebbono -> Passato Remoto","loro(f) doverono/ovettero"
"11","dovere","Futuro semplice","io devo/ebbo -> Futuro","io dovrò"
"11","dovere","Futuro semplice","tu devi -> Futuro","tu dovrai"
"11","dovere","Futuro semplice","lui deve -> Futuro","lui dovrà"
"11","dovere","Futuro semplice","lei deve -> Futuro","lei dovrà"
"11","dovere","Futuro semplice","noi dobbiamo -> Futuro","noi dovremo"
"11","dovere","Futuro semplice","voi dovete -> Futuro","voi dovrete"
"11","dovere","Futuro semplice","loro(m) devono/ebbono -> Futuro","loro(m) dovranno"
"11","dovere","Futuro semplice","loro(f) devono/ebbono -> Futuro","loro(f) dovranno"
"11","dovere","Passato prossimo","io devo/ebbo -> Perfetto","io ho dovuto"
"11","dovere","Passato prossimo","tu devi -> Perfetto","tu hai dovuto"
"11","dovere","Passato prossimo","lui deve -> Perfetto","lui ha dovuto"
"11","dovere","Passato prossimo","lei deve -> Perfetto","lei ha dovuto"
"11","dovere","Passato prossimo","noi dobbiamo -> Perfetto","noi abbiamo dovuto"
"11","dovere","Passato prossimo","voi dovete -> Perfetto","voi avete dovuto"
"11","dovere","Passato prossimo","loro(m) devono/ebbono -> Perfetto","loro(m) hanno dovuto"
"11","dovere","Passato prossimo","loro(f) devono/ebbono -> Perfetto","loro(f) hanno dovuto"
"11","dovere","Trapassato prossimo","io devo/ebbo -> Trapassato Prossimo","io avevo dovuto"
"11","dovere","Trapassato prossimo","tu devi -> Trapassato Prossimo","tu avevi dovuto"
"11","dovere","Trapassato prossimo","lui deve -> Trapassato Prossimo","lui aveva dovuto"
"11","dovere","Trapassato prossimo","lei deve -> Trapassato Prossimo","lei aveva dovuto"
"11","dovere","Trapassato prossimo","noi dobbiamo -> Trapassato Prossimo","noi avevamo dovuto"
"11","dovere","Trapassato prossimo","voi dovete -> Trapassato Prossimo","voi avevate dovuto"
"11","dovere","Trapassato prossimo","loro(m) devono/ebbono -> Trapassato Prossimo","loro(m) avevano dovuto"
"11","dovere","Trapassato prossimo","loro(f) devono/ebbono -> Trapassato Prossimo","loro(f) avevano dovuto"
"11","dovere","Futuro anteriore","io devo/ebbo -> Futuro Anteriore","io avrò dovuto"
"11","dovere","Futuro anteriore","tu devi -> Futuro Anteriore","tu avrai dovuto"
"11","dovere","Futuro anteriore","lui deve -> Futuro Anteriore","lui avrà dovuto"
"11","dovere","Futuro anteriore","lei deve -> Futuro Anteriore","lei avrà dovuto"
"11","dovere","Futuro anteriore","noi dobbiamo -> Futuro Anteriore","noi avremo dovuto"
"11","dovere","Futuro anteriore","voi dovete -> Futuro Anteriore","voi avrete dovuto"
"11","dovere","Futuro anteriore","loro(m) devono/ebbono -> Futuro Anteriore","loro(m) avranno dovuto"
"11","dovere","Futuro anteriore","loro(f) devono/ebbono -> Futuro Anteriore","loro(f) avranno dovuto"
"11","dovere","Congiuntivo Presente","io devo/ebbo -> (che) Presente","che io deva"
"11","dovere","Congiuntivo Presente","tu devi -> (che) Presente","che tu deva"
"11","dovere","Congiuntivo Presente","lui deve -> (che) Presente","che lui deva"
"11","dovere","Congiuntivo Presente","lei deve -> (che) Presente","che lei deva"
"11","dovere","Congiuntivo Presente","noi dobbiamo -> (che) Presente","che noi dobbiamo"
"11","dovere","Congiuntivo Presente","voi dovete -> (che) Presente","che voi dobbiate"
"11","dovere","Congiuntivo Presente","loro(m) devono/ebbono -> (che) Presente","che loro(m) devano"
"11","dovere","Congiuntivo Presente","loro(f) devono/ebbono -> (che) Presente","che loro(f) devano"
"11","dovere","Congiuntivo Passato","io devo/ebbo -> (che) Perfettoal","che io abbia dovuto"
"11","dovere","Congiuntivo Passato","tu devi -> (che) Perfettoal","che tu abbia dovuto"
"11","dovere","Congiuntivo Passato","lui deve -> (che) Perfettoal","che lui abbia dovuto"
"11","dovere","Congiuntivo Passato","lei deve -> (che) Perfettoal","che lei abbia dovuto"
"11","dovere","Congiuntivo Passato","noi dobbiamo -> (che) Perfettoal","che noi abbiamo dovuto"
"11","dovere","Congiuntivo Passato","voi dovete -> (che) Perfettoal","che voi abbiate dovuto"
"11","dovere","Congiuntivo Passato","loro(m) devono/ebbono -> (che) Perfettoal","che loro(m) abbiano dovuto"
"11","dovere","Congiuntivo Passato","loro(f) devono/ebbono -> (che) Perfettoal","che loro(f) abbiano dovuto"
"11","dovere","Congiuntivo Trapassato","io devo/ebbo -> (che) Trapassato","che io avessi dovuto"
"11","dovere","Congiuntivo Trapassato","tu devi -> (che) Trapassato","che tu avessi dovuto"
"11","dovere","Congiuntivo Trapassato","lui deve -> (che) Trapassato","che lui avesse dovuto"
"11","dovere","Congiuntivo Trapassato","lei deve -> (che) Trapassato","che lei avesse dovuto"
"11","dovere","Congiuntivo Trapassato","noi dobbiamo -> (che) Trapassato","che noi avessimo dovuto"
"11","dovere","Congiuntivo Trapassato","voi dovete -> (che) Trapassato","che voi aveste dovuto"
"11","dovere","Congiuntivo Trapassato","loro(m) devono/ebbono -> (che) Trapassato","che loro(m) avessero dovuto"
"11","dovere","Congiuntivo Trapassato","loro(f) devono/ebbono -> (che) Trapassato","che loro(f) avessero dovuto"
"11","dovere","Congiuntivo Imperfetto","io devo/ebbo -> (che) Imperfetto","che io dovessi"
"11","dovere","Congiuntivo Imperfetto","tu devi -> (che) Imperfetto","che tu dovessi"
"11","dovere","Congiuntivo Imperfetto","lui deve -> (che) Imperfetto","che lui dovesse"
"11","dovere","Congiuntivo Imperfetto","lei deve -> (che) Imperfetto","che lei dovesse"
"11","dovere","Congiuntivo Imperfetto","noi dobbiamo -> (che) Imperfetto","che noi dovessimo"
"11","dovere","Congiuntivo Imperfetto","voi dovete -> (che) Imperfetto","che voi doveste"
"11","dovere","Congiuntivo Imperfetto","loro(m) devono/ebbono -> (che) Imperfetto","che loro(m) dovessero"
"11","dovere","Congiuntivo Imperfetto","loro(f) devono/ebbono -> (che) Imperfetto","che loro(f) dovessero"
"11","dovere","Condizionale Presente","io devo/ebbo -> (se) Presente","io dovrei"
"11","dovere","Condizionale Presente","tu devi -> (se) Presente","tu dovresti"
"11","dovere","Condizionale Presente","lui deve -> (se) Presente","lui dovrebbe"
"11","dovere","Condizionale Presente","lei deve -> (se) Presente","lei dovrebbe"
"11","dovere","Condizionale Presente","noi dobbiamo -> (se) Presente","noi dovremmo"
"11","dovere","Condizionale Presente","voi dovete -> (se) Presente","voi dovreste"
"11","dovere","Condizionale Presente","loro(m) devono/ebbono -> (se) Presente","loro(m) dovrebbero"
"11","dovere","Condizionale Presente","loro(f) devono/ebbono -> (se) Presente","loro(f) dovrebbero"
"11","dovere","Condizionale Passato","io devo/ebbo -> (se) Passato","io avrei dovuto"
"11","dovere","Condizionale Passato","tu devi -> (se) Passato","tu avresti dovuto"
"11","dovere","Condizionale Passato","lui deve -> (se) Passato","lui avrebbe dovuto"
"11","dovere","Condizionale Passato","lei deve -> (se) Passato","lei avrebbe dovuto"
"11","dovere","Condizionale Passato","noi dobbiamo -> (se) Passato","noi avremmo dovuto"
"11","dovere","Condizionale Passato","voi dovete -> (se) Passato","voi avreste dovuto"
"11","dovere","Condizionale Passato","loro(m) devono/ebbono -> (se) Passato","loro(m) avrebbero dovuto"
"11","dovere","Condizionale Passato","loro(f) devono/ebbono -> (se) Passato","loro(f) avrebbero dovuto"
"12","essere","Imperfetto","io sono -> Imperfetto","io ero"
"12","essere","Imperfetto","tu sei -> Imperfetto","tu eri"
"12","essere","Imperfetto","lui è -> Imperfetto","lui era"
"12","essere","Imperfetto","lei è -> Imperfetto","lei era"
"12","essere","Imperfetto","noi siamo -> Imperfetto","noi eravamo"
"12","essere","Imperfetto","voi siete -> Imperfetto","voi eravate"
"12","essere","Imperfetto","loro(m) sono -> Imperfetto","loro(m) erano"
"12","essere","Imperfetto","loro(f) sono -> Imperfetto","loro(f) erano"
"12","essere","Passato remoto","io sono -> Passato Remoto","io fui"
"12","essere","Passato remoto","tu sei -> Passato Remoto","tu fosti"
"12","essere","Passato remoto","lui è -> Passato Remoto","lui fu"
"12","essere","Passato remoto","lei è -> Passato Remoto","lei fu"
"12","essere","Passato remoto","noi siamo -> Passato Remoto","noi fummo"
"12","essere","Passato remoto","voi siete -> Passato Remoto","voi foste"
"12","essere","Passato remoto","loro(m) sono -> Passato Remoto","loro(m) furono"
"12","essere","Passato remoto","loro(f) sono -> Passato Remoto","loro(f) furono"
"12","essere","Futuro semplice","io sono -> Futuro","io sarò"
"12","essere","Futuro semplice","tu sei -> Futuro","tu sarai"
"12","essere","Futuro semplice","lui è -> Futuro","lui sarà"
"12","essere","Futuro semplice","lei è -> Futuro","lei sarà"
"12","essere","Futuro semplice","noi siamo -> Futuro","noi saremo"
"12","essere","Futuro semplice","voi siete -> Futuro","voi sarete"
"12","essere","Futuro semplice","loro(m) sono -> Futuro","loro(m) saranno"
"12","essere","Futuro semplice","loro(f) sono -> Futuro","loro(f) saranno"
"12","essere","Passato prossimo","io sono -> Perfetto","io sono stato"
"12","essere","Passato prossimo","tu sei -> Perfetto","tu sei stato"
"12","essere","Passato prossimo","lui è -> Perfetto","lui è stato"
"12","essere","Passato prossimo","lei è -> Perfetto","lei è stata"
"12","essere","Passato prossimo","noi siamo -> Perfetto","noi siamo stati"
"12","essere","Passato prossimo","voi siete -> Perfetto","voi siete stati"
"12","essere","Passato prossimo","loro(m) sono -> Perfetto","loro sono stati"
"12","essere","Passato prossimo","loro(f) sono -> Perfetto","loro sono state"
"12","essere","Trapassato prossimo","io sono -> Trapassato Prossimo","io ero stato"
"12","essere","Trapassato prossimo","tu sei -> Trapassato Prossimo","tu eri stato"
"12","essere","Trapassato prossimo","lui è -> Trapassato Prossimo","lui era stato"
"12","essere","Trapassato prossimo","lei è -> Trapassato Prossimo","lei era stata"
"12","essere","Trapassato prossimo","noi siamo -> Trapassato Prossimo","noi eravamo stati"
"12","essere","Trapassato prossimo","voi siete -> Trapassato Prossimo","voi eravate stati"
"12","essere","Trapassato prossimo","loro(m) sono -> Trapassato Prossimo","loro erano stati"
"12","essere","Trapassato prossimo","loro(f) sono -> Trapassato Prossimo","loro erano state"
"12","essere","Futuro anteriore","io sono -> Futuro Anteriore","io sarò stato"
"12","essere","Futuro anteriore","tu sei -> Futuro Anteriore","tu sarai stato"
"12","essere","Futuro anteriore","lui è -> Futuro Anteriore","lui sarà stato"
"12","essere","Futuro anteriore","lei è -> Futuro Anteriore","lei sarà stata"
"12","essere","Futuro anteriore","noi siamo -> Futuro Anteriore","noi saremo stati"
"12","essere","Futuro anteriore","voi siete -> Futuro Anteriore","voi sarete stati"
"12","essere","Futuro anteriore","loro(m) sono -> Futuro Anteriore","loro saranno stati"
"12","essere","Futuro anteriore","loro(f) sono -> Futuro Anteriore","loro saranno state"
"12","essere","Congiuntivo Presente","io sono -> (che) Presente","che io sia"
"12","essere","Congiuntivo Presente","tu sei -> (che) Presente","che tu sia"
"12","essere","Congiuntivo Presente","lui è -> (che) Presente","che lui sia"
"12","essere","Congiuntivo Presente","lei è -> (che) Presente","che lei sia"
"12","essere","Congiuntivo Presente","noi siamo -> (che) Presente","che noi siamo"
"12","essere","Congiuntivo Presente","voi siete -> (che) Presente","che voi siate"
"12","essere","Congiuntivo Presente","loro(m) sono -> (che) Presente","che loro(m) siano"
"12","essere","Congiuntivo Presente","loro(f) sono -> (che) Presente","che loro(f) siano"
"12","essere","Congiuntivo Passato","io sono -> (che) Perfettoal","che io sia stato"
"12","essere","Congiuntivo Passato","tu sei -> (che) Perfettoal","che tu sia stato"
"12","essere","Congiuntivo Passato","lui è -> (che) Perfettoal","che lui sia stato"
"12","essere","Congiuntivo Passato","lei è -> (che) Perfettoal","che lei sia stata"
"12","essere","Congiuntivo Passato","noi siamo -> (che) Perfettoal","che noi siamo stati"
"12","essere","Congiuntivo Passato","voi siete -> (che) Perfettoal","che voi siate stati"
"12","essere","Congiuntivo Passato","loro(m) sono -> (che) Perfettoal","che loro siano stati"
"12","essere","Congiuntivo Passato","loro(f) sono -> (che) Perfettoal","che loro siano state"
"12","essere","Congiuntivo Trapassato","io sono -> (che) Trapassato","che io fossi stato"
"12","essere","Congiuntivo Trapassato","tu sei -> (che) Trapassato","che tu fossi stato"
"12","essere","Congiuntivo Trapassato","lui è -> (che) Trapassato","che lui fosse stato"
"12","essere","Congiuntivo Trapassato","lei è -> (che) Trapassato","che lei fosse stata"
"12","essere","Congiuntivo Trapassato","noi siamo -> (che) Trapassato","che noi fossimo stati"
"12","essere","Congiuntivo Trapassato","voi siete -> (che) Trapassato","che voi foste stati"
"12","essere","Congiuntivo Trapassato","loro(m) sono -> (che) Trapassato","che loro fossero stati"
"12","essere","Congiuntivo Trapassato","loro(f) sono -> (che) Trapassato","che loro fossero state"
"12","essere","Congiuntivo Imperfetto","io sono -> (che) Imperfetto","che io fossi"
"12","essere","Congiuntivo Imperfetto","tu sei -> (che) Imperfetto","che tu fossi"
"12","essere","Congiuntivo Imperfetto","lui è -> (che) Imperfetto","che lui fosse"
"12","essere","Congiuntivo Imperfetto","lei è -> (che) Imperfetto","che lei fosse"
"12","essere","Congiuntivo Imperfetto","noi siamo -> (che) Imperfetto","che noi fossimo"
"12","essere","Congiuntivo Imperfetto","voi siete -> (che) Imperfetto","che voi foste"
"12","essere","Congiuntivo Imperfetto","loro(m) sono -> (che) Imperfetto","che loro(m) fossero"
"12","essere","Congiuntivo Imperfetto","loro(f) sono -> (che) Imperfetto","che loro(f) fossero"
"12","essere","Condizionale Presente","io sono -> (se) Presente","io sarei"
"12","essere","Condizionale Presente","tu sei -> (se) Presente","tu saresti"
"12","essere","Condizionale Presente","lui è -> (se) Presente","lui sarebbe"
"12","essere","Condizionale Presente","lei è -> (se) Presente","lei sarebbe"
"12","essere","Condizionale Presente","noi siamo -> (se) Presente","noi saremmo"
"12","essere","Condizionale Presente","voi siete -> (se) Presente","voi sareste"
"12","essere","Condizionale Presente","loro(m) sono -> (se) Presente","loro(m) sarebbero"
"12","essere","Condizionale Presente","loro(f) sono -> (se) Presente","loro(f) sarebbero"
"12","essere","Condizionale Passato","io sono -> (se) Passato","io sarei stato"
"12","essere","Condizionale Passato","tu sei -> (se) Passato","tu saresti stato"
"12","essere","Condizionale Passato","lui è -> (se) Passato","lui sarebbe stato"
"12","essere","Condizionale Passato","lei è -> (se) Passato","lei sarebbe stata"
"12","essere","Condizionale Passato","noi siamo -> (se) Passato","noi saremmo stati"
"12","essere","Condizionale Passato","voi siete -> (se) Passato","voi sareste stati"
"12","essere","Condizionale Passato","loro(m) sono -> (se) Passato","loro sarebbero stati"
"12","essere","Condizionale Passato","loro(f) sono -> (se) Passato","loro sarebbero state"
"13","fare","Imperfetto","io faccio -> Imperfetto","io facevo"
"13","fare","Imperfetto","tu fai -> Imperfetto","tu facevi"
"13","fare","Imperfetto","lui fa -> Imperfetto","lui faceva"
"13","fare","Imperfetto","lei fa -> Imperfetto","lei faceva"
"13","fare","Imperfetto","noi facciamo -> Imperfetto","noi facevamo"
"13","fare","Imperfetto","voi fate -> Imperfetto","voi facevate"
"13","fare","Imperfetto","loro(m) fanno -> Imperfetto","loro(m) facevano"
"13","fare","Imperfetto","loro(f) fanno -> Imperfetto","loro(f) facevano"
"13","fare","Passato remoto","io faccio -> Passato Remoto","io feci"
